tconst,text,genre,titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,genres
tt8668298,"This movie is about love and hatred, about the fact that the racial-tribal division of mankind, the division between 'us' and 'them' as an animal-instinctive phenomenon, should disappear. It is about the conflict between conscience and duty, honor and a tragic situation, from which everyone is seeking a way out, except for ... the ""village idiot' Halois, the childhood friend of Aitech ... And maybe only people like him know the truth, people who are above religious and racial prejudices? Maybe people like Halois are our conscience, honor and dignity?",Action,movie,Not Guilty,Not Guilty,0,2018,\N,94,"Action,Drama"
tt8580242,With a baby on the way a recent college graduate couple are getting evicted for defaulting their student loans. Desperate to avoid the streets they decide to attempt a dangerous heist to wipe away their debt.,Action,movie,Clean Slate,Clean Slate,0,2018,\N,\N,Action
tt8559876,"After beating cancer with a radical new treatment, a middle aged working class man must live with the consequences of his now permanent side effects of insomnia as other supernatural abilities begin to surface.Daley (55), a recent cancer survivor who just found out he's cured, has to adjust to a new life after being ready to die, but with insurmountable insomnia plaguing his mind after the treatment, days and seconds begin to bleed together. Going weeks without sleep, the hallucinations are becoming more frequent and powerful, Daley is forced to question if his mind is playing tricks on him or if there is something more powerful at hand?",Action,movie,Recovery,Recovery,0,2018,\N,54,\N
tt8497780,"A tenacious young man's growing obsession with his missing friend puts his career, relationships and livelihood in jeopardy. When he uncovers unbelievable clues to a greater conspiracy that threatens an entire city, just how far will he go for justice?",Action,movie,Rider Real,Rider Real,0,2018,\N,75,"Action,Drama"
tt8421168,"An ex-military thug on the verge of suicide is recruited by his therapist when she realizes the amount of criminal secrets passing through her clinic. At first she intends to expel the threat to her reputation, but she soon becomes dependent on the flow of sensitive information.",Action,movie,Life Line,Life Line,0,2018,\N,60,Action
tt8382074,China was attacked by zombies spreading infectious disease. Chinese and foreign special forces agents trying to find the antidote.,Action,movie,Ganran,Ganran,0,2018,\N,\N,"Action,Thriller"
tt8267154,Dulhan Chahi Pakistan Se 2 is a Bhojpuri movie starring Rahul Dev and Raju Shrestha in prominent roles. It is a drama directed by Rajkumar Pandey.,Action,movie,Dulhan Chahi Pakistan Se 2,Dulhan Chahi Pakistan Se 2,0,2018,\N,163,"Action,Drama,Romance"
tt8176146,The lives of a few people get affected when ego clash erupts between a few cut-throat loan sharks.,Action,movie,Podhu Nalan Karudhi,Podhu Nalan Karudhi,0,2018,\N,119,"Action,Comedy,Drama"
tt8108214,"Girl who changes her identity to escape from a sadist, falls in love with an easygoing guy. The sadist tries to find her and what happens next is the story.",Action,movie,Juvva,Juvva,0,2018,\N,120,"Action,Comedy,Drama"
tt8032932,"Trained by a top assassination teams, a young assassin receives his first mission and finds himself tangled in a political intrigue planned for years.",Action,movie,Song of the Assassins,Song of the Assassins,0,2018,\N,90,Action
tt8001426,"Mumbaiyya is an Narrative Action Drama flim The story revolves around the dark side of Mumbai underworld and Bollywood glamour industry. Arhaan a young,dynamic personality who lives in Mumbai, is a dare devil, lives a lavish life , unquestioned due to his standard and impressions,a Knight Hawk partying Rowdy.He earns this exotic living by unlawful means.He is generous at heart and a thorough man of his words and promises,he lives all by himself and everytime escapes from the hands of the policemen using his skills.One day on his way he meets Amaaya, a girl from a village in Bihaar who has come to Mumbai in search of her fiancee, who promised her that one day he will call her to Mumbai after pursuing his passion to be an actor in Bollywood,Arhaan helps this girl out by finding her fiancee disclosing a shocking suspense.",Action,movie,Mumbaiyya: The Daring Mumbaikar!,Mumbaiyya: The Daring Mumbaikar!,0,2018,\N,94,"Action,Drama"
tt7919372,"When Maria unknowingly falls for the man that killed the love of her life, all hell breaks loose.",Action,movie,First Lady,First Lady,0,2018,\N,96,"Action,Drama"
tt7886504,Three fraudulent martial artists struggle to remain relevant in the modern world of MMA.,Action,movie,Deadliest Men Alive,Deadliest Men Alive,0,2018,\N,\N,"Action,Comedy"
tt7689012,Three cousins in desperate need of money find themselves targeted by some shady underworld characters when they agree to receive and drop off a package for a notorious drug baron.,Action,movie,The Three Kings,The Three Kings,0,2018,\N,\N,Action
tt7656570,"A woman asks her big shot lawyer ex-husband to defend her career criminal brother, accused of killing a DA. He'll need more than his legal skills to stay alive and win the case.Big-city lawyer Casey McKay, (Eric Close - Nashville, Without a Trace) is drawn to a small town by his ex-wife to defend her brother, accused of murdering a DA. He discovers a web of conspiracy that puts him face-to-face with the town's most corrupt land developer, Mr. Gates (Tommy Flanagan - Sons of Anarchy, Braveheart). As Casey unravels the truth, he finds himself fighting for his former brother-in-law's life, as well as his own.",Action,movie,Legal Action,Legal Action,0,2018,\N,89,"Action,Western"
tt7537844,"In middle of the Ming Dynasty, Guanzhong, Shaanxi, China, the bandit Liubiao was raped and ruined, even killing two lives, and the dagger was hiding his head. The bully LiuGongdao kills people and kills them. One night, three corpses and two murders, confused county magistrate Zhao Lian was unable to clear and accept bribes, and the female murderer Sun Yuxi, the scholar Fu Peng, and the people Song Guoshi and other top crimes. The heroine Song Qiaoyu came forward and fought for the arrest, but he was finally imprisoned. Two acquaintances in prison, love sisters. Zhao Lian, the only son of Zhao Lian, wanted to seduce two scorpions. The two waited for an escape and entered the Famen Temple. At the age of nine thousand, Liu Wei accompanied the Queen Mother to the temple to scent, and the second singer, Liu Wei re-examined the second case. Decheng abbot casts Dharma and kills a few wicked people.",Action,movie,"Women knight-errant aided by Buddha Dharma from Famen Temple, in Ancient China","Women knight-errant aided by Buddha Dharma from Famen Temple, in Ancient China",0,2018,\N,115,Action
tt7441164,Two old girlfriends re-connect after an alien invasion ravages Earth. One is a divorcee putting her life back together. The other is one of Earth's Most Powerful Heroes.,Action,movie,The Superhero Who Loved Me,The Superhero Who Loved Me,0,2018,\N,\N,Action
tt7323260,"A man is thrust back in time, where he is expected to compete in a Medieval gladiatorial event.",Action,movie,O Holy Knight,O Holy Knight,0,2018,\N,\N,"Action,Comedy"
tt7249262,"When a researcher is cursed by a mermaid-like creature deep in the Amazon, he comes to realize that returning to fight the creature is his only hope of reversing the monster-like changes happening to his body.",Action,movie,Curse of the Black Lagoon,Curse of the Black Lagoon,0,2018,\N,97,Action
tt7246548,"While on a road trip through Mexico an unsuspecting couple get caught up in a bar fight and find themselves at the mercy of a local cartel. Now forced to compete in an underground blood sport, their oblivious captors are unaware this kidnapped power couple are ex-military and with a little outside help, they intend to to gain more than just their freedom - they're out for revenge.",Action,movie,El Africano,El Africano,0,\N,\N,\N,Action
tt7192164,Ed Montenez is a Shadow Wolves Tracker and Border Patrol Agent hunting a lone Coyote who carries a mysterious package. Infused into the chase is a pair of rogue militiamen hell-bent on defending the border and a suspicious Federal Agent investigating border killings and corruption. No matter their motives each one of them becomes indentured to the package once they uncover the nature of its contents.,Action,movie,Coyotaje,Coyotaje,0,2018,\N,84,"Action,Drama,Thriller"
