tconst,convert_text,genres
tt10396038,matas dreams studying music far dictatorship environment demands mature desertion first adult act,"Drama,History"
tt9025104,humorous account origins nation belgium pivotal role first king lopold,"Animation,Comedy,History"
tt7960458,called heroes villains histories get buried dead resurrected sometimes thread humanity gets drawn blurred stories could clothe world one day stitch together fallen flag,"Biography,Drama,History"
tt7125774,balloon german thriller deals crossing inner german border families strelzyk wetzel gdr west germany homemade hotair balloonin summer thringen east germany two families put together crazy plan desperate leave ddr west plan flee homemade hot air balloon sewing tinkering weeks amateurs make first attempt meters west german border balloon suffers rain crash lands luckily manage avoid caught police however wreckage escape attempt found triggers desperate manhunt tension rises families determine try race time ensues one hand authorities desperate track traitors become aware second attempt planned wouldbe escapees conscious search drawing ever nearer need build robust weatherproof balloon avoid leaving many clues,"Drama,History,Thriller"
tt5670732,story porfirio rubirosa dominican playboy suspected spy,"Drama,History"
tt7368668,ether story military medical doctor experimenting science beginning th century order get power people,"Drama,History,Thriller"
tt5687414,central italy poor farmer name terenzio grossi manages form gang composed young rebels goal try revolt newly formed piedmont state disillusioned politics hungered everincreasing taxes unwilling participate mandatory draft army gang seize pesaro urbino province help growingly restless angry population two years crimes violences murders expenses richest noblest gang rise fortune spite coward unprepared local authorities one soldier pick fight stand fearless line duty brigadier reali carabinieri determined capture terenzio gang mates cost irrepressible man great integrity brigadier grow aware poor conditions villagers area law start making compromises fight crime conscience uprightness challenged,"Adventure,Crime,Drama"
tt10322976,traditional narrative gross century takes viewers cinematic walk th century film stars fictional films takes place chronologically years beginning ending,History
tt7240616,two men early middle ages come pagan land one bring christianity find way living choose two different ways reaching pagans fight dialogue force one die,History
tt7046524,set joseon story depicts battle gain propitious site graveone ancestors tomb spot could change one destiny jaesang cho seungwoo prodigal geomancer loses family trying stop kim family conquering korea getting hands propitious tomb spots years later heungsun fallen royal family comes jaesang suggests ousting kim family power two men decide work together soon reach conflict learn tomb spot would produce two kings family,History
tt6712374,film tells story prussian family von krauss living puck area well love kashubian boy mateusz german aristocrat marita set script depicts complicated fate three nations inhabiting former polishgerman borderland northern kashubia line border versailles first world war divided land also people germans kashubs poles causing riots often hatred script goes four decades showing complex attitudes choices people make prussian antipolishism fought kashubian patriotism ended mass murder committed thousands kaszubians forests near piasnica,"Drama,History,Romance"
tt7339792,next amazing chapter olympian world war ii hero louis zamperini powerful true story forgiveness redemption amazing gracewhen war ended battle began based laura hillenbrand bestselling book unbroken path redemption begins unbroken ends sharing next amazing chapter olympian world war ii hero louis zamperini powerful true story forgiveness redemption amazing gracethe film begins movie unbroken concludes sharing next chapter story olympian world war ii veteran louis zamperini haunted nightmares torment louie sees anything herothen meets cynthia young woman captures eyeand heart louie quest revenge drives deeper despair putting couple brink divorce cynthia experiences billy graham los angeles crusade find faith jesus christ renewed commitment marriage louie finds forgiveness wartime captors,"Biography,Drama"
